activity;sampleId;stamp;alpha;beta;gamma;x;y;z
hands;Hands_Id1;1635417254656;358.1;63.6;-2.7;0.1;0;0.1
hands;Hands_Id1;1635417254714;357.903;63.6;-2.2;-0.30004;-0.2;-0.1
hands;Hands_Id1;1635417254770;357.8;63.304;-2;0;-0.1;-0.1
hands;Hands_Id1;1635417254828;357.205;62.6;-1.4001;-0.1;0;0.30004
hands;Hands_Id1;1635417254893;356.6;62.406;-0.5;0;-0.30004;-0.1
hands;Hands_Id1;1635417254951;355.8;62.2;0.6001;0;0.1;0.1
hands;Hands_Id1;1635417255012;356;62.304;1;0.1;-0.1;0
hands;Hands_Id1;1635417255074;355.8;62.5;1.6;-0.1;0;-0.30004
hands;Hands_Id1;1635417255137;355.8;62.406;1.9001;0;0;0
hands;Hands_Id1;1635417255193;356.1;62.1;0.9;0.1;-0.1;0
hands;Hands_Id1;1635417255249;355.8;61.406;-0.4;0.2;0;0
hands;Hands_Id1;1635417255308;355.6;61.804;0.6001;0.2;0.1;-0.2
hands;Hands_Id1;1635417255366;354.6;61.5;1.9001;-0.2;0.1;0
hands;Hands_Id1;1635417255460;354.5;61.2;2.4004;-0.2;0;0.1
hands;Hands_Id1;1635417255520;354.205;61.1;2.7;-0.1;0.1;0
hands;Hands_Id1;1635417255576;354.903;61.7;2.4004;0.2;-0.1;-0.2
hands;Hands_Id1;1635417255630;354.705;61.7;2.7;-0.1;-0.2;-0.2
hands;Hands_Id1;1635417255685;355.5;62.1;2.7;0.1;0;0
hands;Hands_Id1;1635417255738;356;62.1;2.4004;0.1;-0.1;0.1
hands;Hands_Id1;1635417255797;356.1;62.304;2.3003;0;0;0
hands;Hands_Id1;1635417255834;356.3;62.6;2.2;0;0;0
hands;Hands_Id1;1635417255888;356.6;62.7;2;0.1;0;-0.1
hands;Hands_Id1;1635417255925;357.205;63.1;1.6;0.1;0;-0.1
hands;Hands_Id1;1635417255976;357.5;63.1;1.4001;0.1;-0.1;0.1
hands;Hands_Id1;1635417256025;357.8;63.1;1.5;0.1;0;0.1
hands;Hands_Id1;1635417256063;357.8;62.906;1.4001;0.1;0;0.1
hands;Hands_Id1;1635417256075;357.8;62.906;1.4001;0.1;0;0.1
hands;Hands_Id1;1635417256140;357.5;62.906;1.5;0;0;0
hands;Hands_Id1;1635417256202;357.1;62.906;1.7002;-0.1;0;-0.1
hands;Hands_Id1;1635417256239;356.5;63.1;2;-0.1;0;-0.1
hands;Hands_Id1;1635417256312;355.705;63.1;2.6;-0.2;0.1;-0.1
